語,發音,漢字、原文,中文意思
ぼきん,0,募金,募捐
ぼく,0,僕,我（男性自稱）
ぼくし,0,牧師,牧師
ぼくじょう,0,牧場,牧場
ぼくちく,0,牧畜,畜牧
ほげい,0,捕鯨,補鯨
ポケット,1,pocket,口袋
ぼける,2,惚ける、呆ける/暈ける,發呆/模糊
ほけん,0,保健,保健、保持健康
ほけん,0,保険,保險
ほご,1,保護,保護
ぼこう,1,母校,母校
ぼこく,1,母国,祖國
ほこり,0,埃,塵埃、灰塵
ほこり,0,誇り,自豪、驕傲
ほこる,2,誇る,自誇、自豪、誇耀
ほころびる,4,綻びる,綻線、微開
ほし,0,星,星、小點、目標
ほし,0,干し,曬乾（的東西）
ほしい,2,欲しい,希望得到的、需要的
ポジション,2,position,地位、(守備)位置
ほしもの,2,干し物,晾曬物
ほしゅ,1,保守,保守
ほじゅう,0,補充,補充
ぼしゅう,0,募集,募集
ほじょ,1,補助,補助
ほしょう,0,保証,保証
ほしょう,0,保障,保障
ほしょう,0,補償,補償
ほす,1,干す,烘乾
ポスター,1,poster,海報
ポスト,1,post,郵筒、信箱、地位、職位
ほそい,2,細い,細的
ほそう,0,舗装,鋪路
ほそく,0,補足,補充
ほぞん,0,保存,保存
ボタン,,botão/button,鈕扣/按鍵
ぼち,1,墓地,墓地
ほっきょく,0,北極,北極
ほっさ,0,発作,發作
ぼっしゅう,0,没収,沒收
ほっそく,0,発足,成立
ぼっちゃん,1,坊ちゃん,小朋友、大少爺
ほっと,0,ほっと,輕輕嘆息的樣子、放心
ポット,1,pot,(暖)壺、熱水瓶
ほっぺた,3,頬っぺた,臉蛋
ぼつぼつ,1,ぼつぼつ,斑點、慢慢
ぼつらく,0,没落,沒落
ホテル,1,hotel,旅館
ほど,0,程,程度
ほどう,0,歩道,人行道
ほどく,2,解く,解開
ほとけ,0,仏,佛、死者
ほどける,3,解ける,解開
ほどこす,3,施す,施行
ほとり,0,畔,岸邊、旁邊
ほとんど,2,殆ど,大部份
ほね,2,骨,骨
ほのお,1,炎,火焰
ほぼ,1,略「ほぼ一万円」,大致
ほほ/ほお,1,頬,頰、臉蛋
ほほえむ,3,微笑む,微笑
ほめる,2,褒める,稱讚、讚美
ぼやく,2,ぼやく,嘟嚷
ぼやける,3,暈やける,模糊
ほよう,0,保養,療養
ほり,2,堀、濠,溝
ほりょ,1,捕虜,俘虜
ほる,1,彫る,雕刻
ほる,1,掘る,挖掘
ボルト,0,volt/bolt,1/0
ぼろ,1,襤褸,數量很多
ほろびる,0,滅びる,滅亡、毀滅
ほろぶ,0,滅ぶ,滅亡、毀滅
ほろぼす,0,滅ぼす,使滅亡、消滅
ほん,1,本「書籍」,書
ほん,,本,根、棵、隻等（表示細長物的單位）
ぼん,0,盆,盤、盆、盂蘭盆節
ほん,1,本,本
ほんかく,0,本格,正式
ほんかん,0,本館,原來的建築物
ほんき,0,本気,真心
ほんごく,1,本国,本國
ほんしつ,0,本質,本質
ほんたい,1,本体,真相
ほんだな,1,本棚,書架
ぼんち,0,盆地,盆地
ほんと,0,本当,真正
ほんとう,0,本当,真正
ほんとう,0,本当に,真正地
ほんにん,1,本人,本人
ほんね,0,本音,真心話
ほんの,0,本の,僅僅
ほんのう,1,本能,本能
ほんば,0,本場,真正產地
ほんぶ,1,本部,本部
ポンプ,1,pomp,泵、幫浦、抽水馬達
ほんぶん,1,本文,本文
ほんみょう,1,本名,眞名
ほんもの,0,本物,真貨、正式的
ほんやく,0,翻訳,翻譯
ぼんやり,3,ぼんやり,模糊
ほんらい,1,本来,原來
ま,0,間,間隔
まあ,1,まあ,（表示驚嘆）呀、唷
マーク,1,mark,記號、標章
マーケット,1,market,市場
まあまあ,,まあ-まあ/まあまあ,好了好了/尚可
まい,,枚,張、塊、片
マイ,,my,我的…
まい,1,毎,每
まいあさ,1,毎朝,每天早晨
マイク,1,microphone,麥克風
マイクロフォン,4,microphone,麥克風
まいげつ/まいつき,0,毎月,每個月
まいご,1,迷子,迷路的孩子
まいしゅう,0,毎週,每星期
まいすう,3,枚数,張數
まいぞう,0,埋蔵,埋藏
まいど,0,毎度,經常
マイナス,0,minus,減、負號、負面
まいにち,1,毎日,每天
まいねん/まいとし,0,毎年,每年
まいばん,0,毎晩,每晚
まいる,1,参る,參拜、〔謙讓語〕來、去
まう,0,舞う,飄揚
まうえ,3,真上,正上面
まえ,1,前,前方、以前
まえ,,前,#NAME
まえうり,0,前売り,預售
まえおき,0,前置き,前言
まえもって,3,前もって,預先
まかす,2,任す,任憑
まかす,0,負かす,打敗
まかせる,3,任せる,委託
まかなう,3,賄う,維持、供給
まがる,0,曲がる,彎曲、轉彎
まがる,0,曲がる,彎曲、拐彎
まぎらわしい,5,紛らわしい,容易混淆的
まぎれる,3,紛れる,混淆
まく,0,巻く,捲起
まく,1,蒔く、撒く,播、撒、散佈
まく,2,幕,布幕
まく,2,膜,薄膜
まくら,1,枕,枕頭
まけ,0,負け,輸
まける,3,負ける,輸、失敗
まげる,0,曲げる,歪曲
まご,2,孫,孫子
まごころ,2,真心,誠心誠意
まごつく,0,間誤つく,驚慌、不知所措
まこと,0,誠,誠心
まことに,0,誠に,實在
まごまご,1,まごまご,不知如何是好
まさか,1,まさか,決（不…）、萬萬（想不到）
まさしく,2,正しく,的確
まさつ,0,摩擦,摩擦
まさに,1,正に、将に,真的、確實
まさる,2,勝る,勝、強
まざる,2,混ざる、交ざる,混、混合
まし,,増し,增加
まじえる,3,交える,混雑、攙和
ました,3,真下,正下面
まして,1,況して,況且
まじめ,0,真面目,認真的
まじる,2,混じる、交じる,混雑、同…一起
まじわる,3,交わる,交、交叉、交際
ます,0,増す,增加
まず,1,先ず,先、首先
ますい,0,麻酔,麻醉
まずい,2,不味い,難吃、不妙
マスク,1,mask,(假)面具、容貌
マスコミ,0,masscommunication,大眾傳播、大眾宣傳
まずしい,3,貧しい,貧窮的
マスター,1,master,主人、精通、碩士
ますます,2,益々,越發
まぜる,2,混ぜる、交ぜる,混和
また,0,又,另、別、又
また,2,股,叉、岔
まだ,1,未だ,還、尚、依然、尚未、仍舊、另外
またがる,3,跨る「馬に〜」,跨
またぐ,2,跨ぐ,跨過
または,2,又は,或、或是
まち,2,町,城鎮
まち,2,街,街
まちあいしつ,3,待合室,等候室
まちあわせ,0,待ち合わせ,等候會見
まちあわせる,5,待ち合わせる,等候見面
まちがい,3,間違い,錯誤
まちがう,3,間違う,弄錯
まちがえる,3,間違える,弄錯、搞錯
まちかど,0,街角,街角
まちどおしい,5,待ち遠しい,急切盼望的
まちのぞむ,0,待ち望む,盼望、期待
まちまち,0,区々,各不相同
まつ,1,待つ,等、等待
まつ,1,松,松樹
まつ,0,末,末端、末尾
まっか,3,真っ赤,鮮紅、純粹
まっき,1,末期,末期
まっくら,3,真暗,漆黑
まっくろ,3,真黒,烏黑
マッサージ,3,massage,按摩
まっさお,3,真青,深藍
まっさき,3,真先,最先
まっしろ,3,真白,潔白
まっしろい,4,真白い,雪白
まっすぐ/に,3,真っ直ぐ/真っ直ぐに,筆直、直接
まったく,0,全く,完全
マッチ,1,match,火柴、調和、比賽
まっぷたつ,3,真っ二つ,兩半
まつり,0,祭,祭典、慶典
まつる,0,祭る、祀る,祭祀、供奉
まと,0,的,的、目的
まど,1,窓,窗戶
まどぐち,2,窓口,窗口
まとまり,0,纏り,集中、統一、一貫
まとまる,0,纏る,匯集、集中起來、結束
まとめ,0,纏め,歸納、收集
まとめる,0,纏める,歸納、整理
まなぶ,3,学ぶ,學習
まにあう,3,間に合う,趕得上、來得及
まぬがれる,4,免れる,避免
まね,0,真似,仿效
まねき,3,招き,招待
まねく,2,招く,招呼
まねる,0,真似る,模仿
まばたき,3,瞬き,眨眼、轉瞬
まひ,1,麻痺,麻痺
まぶしい,3,眩しい,耀眼的
まぶた,1,瞼,眼皮
マフラー,1,muffler,圍巾
ママ,1,mama,媽媽、女店主
まま,,まま,任意、照舊
まみれ,,まみれ,沾滿
まめ,2,豆,豆子
まもなく,2,間も無く,不久
まもる,2,守,遵守
まゆ,1,眉,眉毛
まよう,2,迷う,迷失
マラソン,0,marathon,馬拉松
まり,2,鞠,鞠
まる,0,丸．円,圓形、句點
まるい,0,丸い、円い,圓的、圓滿的
まるごと,0,丸ごと,完整的
まるっきり,5,丸っきり,全然
まるで,3,まるで,宛如
まるまる,,丸々,蜷曲、變得圓/完全、胖嘟嘟
まるめる,0,丸める,弄圓
まれ,0,稀,少有
まわす,0,回す,使旋轉
まわり,0,回り．周り,周圍
まわりみち,0,回り道,繞路、兜圈子
まわる,0,回る、周る,轉、旋轉、繞行
まん,1,万,萬、極多
まん（が）いち,1,万（が）一,萬一
まんいん,0,満員,滿額
まんが,0,漫画,漫畫
まんげつ,1,満月,滿月
まんじょう,0,満場,全場
マンション,1,mansion,公寓、住宅大樓
まんせい,0,慢性,慢性
まんぞく,1,満足,滿足、滿意
まんてん,3,満点,滿分
まんなか,0,真ん中,正中央
まんねんひつ,3,万年筆,自來水筆、鋼筆
まんまえ,3,真前,正前方
まんまるい,0,真丸い、真ん円い,圓滾滾的
み,0,未,尚未、沒
み,0,身,身體
み,0,実,果實、內容、成果
み,,み,表示狀態，程度
み,,味,味
みあい,0,見合い,相親
みあげる,0,見上げる,仰望、佩服
みあわせる,0,見合わせる,互相對視、暫時擱置
みえる,2,見える,看得見
みおくり,0,見送り,目送
みおくる,0,見送る,送行
みおとす,0,見落す,漏看、忽略
みおろす,0,見下ろす,俯視
みかい,0,未開,未開化
みかく,0,味覚,味覺
みがく,0,磨く,刷、磨
みかけ,0,見掛け,外表
みかける,0,見掛ける,看見、見到
みかた,0,味方,夥伴
みかた,2,見方,觀點、看法
みかづき,0,三日月,月牙形
みき,1,幹,樹幹
みぎ,0,右,右側、右傾
みぐるしい,4,見苦しい,難看
みごと,1,見事,漂亮、完全
みこみ,0,見込み,希望、預計
みこん,0,未婚,未婚
みさき,0,岬,海角
みじかい,3,短い,短、短暫
みじめ,1,惨め,悲慘
みじゅく,0,未熟,未成熟、不熟練
ミシン,1,sewingmachine,縫紉機
みじん,0,微塵,微小
ミス,1,miss,錯誤、失誤
ミス,1,Miss,小姐
みず,0,水,水、液體
みずうみ,3,湖,湖
みずから,1,自ら,親自
みずぎ,0,水着,游泳衣
みずけ,0,水気,水分
ミスプリント,4,misprint,錯字、印刷錯誤
みすぼらしい,0,見窄らしい,簡陋的、寒酸的
みせ,2,店,商店、鋪子
ミセス,1,Mrs.,太太、夫人
みせびらかす,5,見せびらかす,炫燿
みせもの,3,見せ物,展示物、表演
みせや,2,店屋,店舖
みせる,2,見せる,給看、讓看
みそ,1,味噌「みそ汁」,豆醬
みぞ,0,溝,水溝
みたい,,みたい,像〜一樣
みだし,0,見出し,標題
みたす,2,満たす,裝滿
みだれ,3,乱れ,打亂
みだれる,3,乱れる,雜亂
みち,0,道,道路、辦法
みち,1,未知,未知
みぢか,0,身近,切身、近旁
みちじゅん,0,道順,路線、順序
みちばた,0,道端,道旁、路邊
みちびく,3,導く,引導
みちる,2,満ちる,充滿
みつ,1,蜜,蜜
みっか,0,三日,三日、三號
みつかる,0,見付かる,被找到、被發現
みつける,0,見付ける,找到、發現
みっしゅう,0,密集,密集
みっせつ,0,密接,緊接
みっつ,0,三つ,三個、三歲
みつど,1,密度,密度
みっともない,5,見っともない,不好看
みつめる,0,見詰める,凝視
みつもり,0,見積もり,估計
みてい,0,未定,未決定
みとおし,0,見通し,預測
みとめる,0,認める,看到
みどり,1,緑,綠色
みな,2,皆,全部、都
みなおす,0,見直す,好轉
みなさん,2,皆さん,大家、各位
みなす,0,見做す,看作、視為
みなと,0,港,港口
みなみ,0,南,南、南方
みなもと,0,源,水源、起源
みならう,0,見習う,見習
みなり,1,身形,打扮
みなれる,0,見慣れる,眼熟
みにくい,3,醜い,難看
みね,0,峰,山峰、峰頂
みのうえ,4,身の上,境遇
みのがす,0,見逃す,看漏
みのまわり,0,身の回り,身邊
みのる,0,実る,成熟、結果
みはからう,0,見計らう,估計、斟酌
みはらし,0,見晴らし,眺望
みぶり,0,身振り,手勢、體態
みぶん,1,身分,身分
みほん,0,見本,樣品、樣本
みまい,0,見舞い,探望
みまう,0,見舞う,慰問
みまん,1,未満,不足、不滿
みみ,2,耳,耳朵
みゃく,2,脈,血管、脈絡、希望
みやげ,0,土産,禮物、土特產品
みやこ,0,都,首都
ミュージック,1,music,音樂
みょう,1,妙,奇妙
みょう,,明,明
みょうごにち,3,明後日,後天
みょうじ,1,名字,姓氏
みらい,1,未来,將來
ミリ（メートル）,,millimètre,公厘
みりょく,0,魅力,魅力、吸引力
みる,1,見る,看見、體驗
みる,1,診る,診察
ミルク,1,milk,牛奶、奶粉
みれん,1,未練,依依不捨
みわたす,0,見渡す,眺望、放眼望去
みんかん,0,民間,民間、私人
みんしゅ,0,民主,民主
みんしゅく,0,民宿,民宿、家庭旅店
みんぞく,1,民俗,民俗
みんぞく,1,民族,民族
みんな,,皆,大家/全部、都
みんよう,0,民謡,民歌、民謠
む,1,無,無、沒有
むいか,0,六日,六號、六日、六天
むいみ,2,無意味,無意義
ムード,1,mood,風氣、傾向
むかい,0,向い,對面
むかう,0,向う,面向、往、去
むかえ,0,迎え,迎接
むかえる,4,迎える,迎接
むかし,0,昔,從前
むき,1,向き,方向
むく,0,向く,向、朝
むく,0,剥く,剝、削
むくち,1,無口,不愛說話
むけ,,向け,面向
むける,0,向ける,向
むげん,0,無限,無限
むこ,1,婿,婿
むこう,0,向こう,對面、那邊、對方
むこう,0,無効,無效
むごん,0,無言,無言、不說話
むし,0,虫,昆蟲、蟲子
むし,1,無視,不顧〜忽視
むじ,1,無地,素色
むしあつい,4,蒸暑,悶熱
むしば,0,虫歯,蛀牙
むじゃき,1,無邪気,思想單純、幼稚
むじゅん,0,矛盾,產生矛盾
むしる,0,毟る,拔、撕、揪
むしろ,1,寧ろ,與其…不如
むす,1,蒸す,蒸
むすう,2,無数,無數
むずかしい,0,難しい,難理解、難解決
むすこ（さん）,0,息子（さん）,兒子〜男孩
むすび,0,結,緊、結束、飯團
むすびつき,0,結び付き,聯繫、結合、關係
むすびつく,4,結び付く,有關係、結成一體
むすびつける,5,結び付ける,結合
むすぶ,0,結ぶ,繫、結、結合、建立關係、緊閉
むすめ（さん）,,娘（さん）,女兒、姑娘
むせん,0,無線,無線電、無線
むだ,0,無駄,延帶、浪費
むだづかい,3,無駄遣い,浪費
むだん,1,無断,擅自、私自
むち,1,無知,無知、無知識
むちゃ,1,無茶,毫無道理、胡亂、亂來
むちゃくちゃ,0,無茶苦茶,毫無道理、亂七八糟、過分
むちゅう,0,夢中,夢中、熱中、沉醉
むっつ,3,六つ,第六、六個、六歳
むなしい,3,空しい、虚しい,空虛、徒然
むね,2,胸,胸、心、肺、內心
むねん,1,無念,無牽無掛、懊悔
むのう,0,無能,無能、無才能
むやみに,1,無闇,胡亂、過度
むよう,0,無用,無用、沒必要
むら,2,村,村莊
むら,0,斑,不均勻、不齊
むらがる,3,群がる,群集
むらさき,2,紫,紫色、紫丁香、醬油
むり,1,無理,無理、勉強、不講道理
むりょう,0,無料,免費
むれ,2,群,群、伙
むろん,0,無論,不用說、當然
め,1,目,眼睛、眼球
め,,目,第〜、正在…的時候
め,1,芽,芽
めい,1,姪,姪女、外甥女
めい,,名,位、人
めい,,名,知名、有名
めいかく,0,明確,明確
めいさく,0,名作,名作、傑出的作品
めいさん,0,名産,名產
めいし,0,名刺,名片
めいし,0,名詞,名詞
めいしょ,3,名所,名勝
めいしょう,0,名称,明稱
めいじる/ずる,0,命じる/命ずる,命令、任命、命名
めいしん,0,迷信,迷信
めいじん,3,名人,名人、名家、國手
めいちゅう,0,命中,命中
めいはく,0,明白,明白
めいぶつ,1,名物,有名的東西
めいぼ,0,名簿,名冊
めいめい,3,銘々,各自
めいよ,1,名誉,名譽
めいりょう,0,明瞭,明瞭
めいれい,0,命令,命令
めいろう,0,明朗,明朗
めいわく,1,迷惑,迷惑
めうえ,0,目上,上司、長輩
メーカー,0,maker,製造商
メーター,0,meter,電錶、計量錶
メートル,0,mètre,公尺
